Fwd.Packet.Length.Max,Fwd.Packet.Length.Min,Fwd.Packet.Length.Mean,Bwd.Packet.Length.Max,Bwd.Packet.Length.Min,Bwd.Packet.Length.Mean,Flow.Bytes.s,Flow.Packets.s,Flow.IAT.Mean,Flow.IAT.Max,Flow.IAT.Min,Fwd.IAT.Mean,Fwd.IAT.Max,Fwd.IAT.Min,Bwd.IAT.Mean,Bwd.IAT.Max,Bwd.IAT.Min,Min.Packet.Length,Max.Packet.Length,Packet.Length.Mean,Label
205,0,70.5,152,0,41.4242424242424,218.420192373279,4.75887569975301,215663.5,7800632.0,0,1639042.6,7800632.0,781.0,5644.375,49726.0,0.0,0,205,44.75,YOUTUBE
517,0,102.428571428571,152,0,58.5,116.148217338596,1.34345992715516,818781.4,7986645.0,55,1364635.66666667,7986645.0,6319.0,40058.0,64172.0,5389.0,0,517,79.25,YOUTUBE
517,0,179.5,216,0,53.75,401.438551579257,5.37341061790416,190061.14893617,8342902.0,0,1276124.85714286,8342902.0,924.0,9800.23076923077,124188.0,0.0,0,517,73.1836734693878,YOUTUBE
517,0,142.571428571429,216,0,54.974358974359,351.685369866227,5.14879917690849,198536.044444444,8343003.0,0,1489020.33333333,8343003.0,800.0,10102.5789473684,124424.0,0.0,0,517,66.8510638297872,YOUTUBE
1154,0,29.3785310734463,11360,0,2186.60119641077,235587.756549427,126.454914697051,7914.6641221374,7180988.0,0,53019.2556818182,7180988.0,0.0,2145.79441117765,364213.0,0.0,0,11360,1861.44030482642,YOUTUBE
517,0,146.375,216,0,73.4,172.263204736275,1.45606089829101,744016.5,8512951.0,1,1275456.85714286,8512951.0,2153.0,63464.5,128768.0,1.0,0,517,109.857142857143,YOUTUBE
517,0,145.625,216,0,73.4,171.591176629371,1.45606089829101,744016.5,8512951.0,0,1275456.85714286,8512951.0,1989.0,63355.0,128563.0,0.0,0,517,109.428571428571,YOUTUBE
1156,0,38.263829787234,10220,0,2213.87308399755,387986.251737853,200.005123389549,5002.5528150134,4095539.0,0,39870.7735042735,4095539.0,0.0,5445.01779141104,4290907.0,0.0,0,10220,1938.84252811998,YOUTUBE
1154,0,19.7937743190662,7100,0,2498.47417840375,57630.5919197332,50.4155853238729,19877.4285714286,7181816.0,0,36416.0703125,7181816.0,0.0,9524.36792452831,488045.0,1.0,0,7100,1140.68365180467,YOUTUBE
517,0,134.857142857143,152,0,38.3235294117647,257.73509237056,4.70277649630304,217956.35,8101410.0,0,1453042.33333333,8101410.0,660.0,12630.6060606061,134180.0,0.0,0,517,53.5,YOUTUBE
517,0,102.428571428571,152,0,58.5,103.412976186308,1.19615429868495,919613.8,9003176.0,103,1532689.66666667,9003176.0,2021.0,36141.6666666667,56574.0,6164.0,0,517,79.25,YOUTUBE
517,0,86.1666666666667,152,0,46.8,86.1806513994946,1.2622998207649,871425.3,8301654.0,0,1742850.6,8301654.0,987.0,69718.0,143600.0,0.0,0,517,62.5833333333333,YOUTUBE
329,0,37.2307692307692,7300,0,1325.70053475936,28548.5322984279,24.4333975407843,41120.641509434,7771149.0,0,348703.04,7771149.0,22.0,3913.37096774194,132784.0,0.0,0,7300,1162.96261682243,YOUTUBE
517,0,48.1395348837209,6992,0,1432.29501915709,45847.2401022327,37.0779411253521,27059.2244224422,7671822.0,0,195212.976190476,7671822.0,51.0,1224.95769230769,44884.0,0.0,0,6992,1232.45573770492,YOUTUBE
517,0,33.4782608695652,4344,0,1807.24444444444,10114.4105267205,11.1072256164358,91031.8333333333,7881186.0,0,182063.666666667,7883004.0,0.0,6162.81818181818,60076.0,2.0,0,4344,900.717391304348,YOUTUBE
517,0,66.4545454545455,6412,0,935.146853146853,14714.7885867542,17.9597310176528,56019.6341463415,8856519.0,0,437486.666666667,8894420.0,1.0,2327.83098591549,79072.0,0.0,0,6412,814.385542168674,YOUTUBE
1215,0,191.291666666667,303,0,34.5838926174496,1058.94730596046,18.8010964625574,53497.6220930233,4276826.0,0,400069.173913043,4277532.0,1.0,36055.5067567568,4276934.0,0.0,0,1215,56.0,YOUTUBE
517,0,34.7941176470588,4096,0,1191.95238095238,2854.31899491909,5.98869095599869,170073.648148148,8854381.0,0,278302.333333333,8894775.0,0.0,14424.7,73917.0,2.0,0,4096,468.107142857143,YOUTUBE
1090,0,142.69387755102,8760,0,488.128378378378,15427.4974431447,35.1370272771289,28542.738372093,3723861.0,0,204556.291666667,3724109.0,1.0,20660.1966101695,2880292.0,0.0,0,8760,437.797687861272,YOUTUBE
517,0,34.4736842105263,5840,0,1360.64931506849,99963.3709694784,84.6056424745988,11847.6175771971,3561404.0,0,89068.6964285714,3561956.0,1.0,11777.0934065934,3561498.0,0.0,0,5840,1178.72813238771,YOUTUBE
1215,0,186.807692307692,265,0,41.3636363636364,626.921284907079,5.21800271814458,195721.744680851,4236573.0,3,367956.88,4277397.0,18.0,251853.619047619,4277127.0,3.0,0,1215,117.69387755102,YOUTUBE
517,0,92.8461538461538,299,0,60.1,206.353119493065,2.62506733868391,398258.181818182,8478121.0,0,730140.0,8525498.0,0.0,26531.6666666667,76760.0,57.0,0,517,75.3333333333333,YOUTUBE
1448,0,102.169230769231,2896,0,595.220338983051,4253.98877026016,12.6318783378974,79808.406504065,3684549.0,0,153381.78125,3724479.0,0.0,105024.0,2836459.0,0.0,0,2896,334.072,YOUTUBE
517,0,120.833333333333,337,0,45.7368421052632,562.069676101359,10.0410335966138,100736.068965517,8485746.0,0,21655.3636363636,82080.0,14.0,116853.48,8485746.0,0.0,0,517,55.3483146067416,YOUTUBE
629,0,21.796875,5792,0,1510.6231884058,21181.6508845708,26.6705756773574,37778.553030303,3565240.0,0,79155.0634920635,3681859.0,0.0,62969.75,3565240.0,0.0,0,5792,788.268656716418,YOUTUBE
1156,0,17.4926470588235,9940,0,2720.0325443787,98104.7158471473,78.9913503412511,12676.6067114094,4291498.0,0,21788.6191646192,4291498.0,0.0,27662.7685459941,4415045.0,1.0,0,9940,1240.30522088353,YOUTUBE
1126,0,174.538461538462,337,0,55.7962962962963,4181.31485807515,53.0382611683142,19139.9848484848,999348.0,0,105269.916666667,1034198.0,38.0,4978.30188679245,118284.0,0.0,0,1126,77.6764705882353,YOUTUBE
1126,0,127.375,299,0,54.6363636363636,2111.92650271693,21.6074329569372,48060.3846153846,986331.0,0,83304.6666666667,1034315.0,11.0,25655.4,118509.0,0.0,0,1126,94.25,YOUTUBE
1093,0,21.216,13140,0,2215.09508196721,1566198.66038569,1276.58987192698,784.750902527075,60601.0,0,1745.99196787149,61353.0,0.0,1297.97697368421,61263.0,0.0,0,13140,1224.65467625899,YOUTUBE
1093,0,21.15,4344,0,1850.48360655738,1059752.64005144,941.169892813795,1065.14392059553,227729.0,0,2699.70440251572,227729.0,0.0,782.777777777778,26380.0,0.0,0,4344,1123.21481481481,YOUTUBE
6,6,6.0,6,6,6.0,17291.0662824208,2881.84438040346,694.0,694.0,694,0.0,0.0,0.0,0.0,0.0,0.0,6,6,6.0,YOUTUBE
0,0,0.0,0,0,0.0,0.0,420.168067226891,3173.33333333333,9519.0,0,0.0,0.0,0.0,0.5,1.0,0.0,0,0,0.0,YOUTUBE
814,0,156.111111111111,1881,0,520.4,47848.3614720857,101.984718227378,9961.03174603175,348796.0,0,78443.125,349850.0,235.0,11596.9259259259,348796.0,0.0,0,1881,461.953846153846,YOUTUBE
258,0,44.3636363636364,1606,0,539.125,941.596131944272,3.72637502748202,283266.055555556,4355907.0,0,509878.9,4355907.0,0.0,105108.0,526761.0,1.0,0,1606,240.05,YOUTUBE
1187,0,139.083333333333,4725,0,1377.66666666667,12236.9396688698,22.1706003059543,47758.0,719755.0,0,73807.8181818182,719779.0,0.0,155055.8,719769.0,2081.0,0,4725,522.894736842105,YOUTUBE
1169,0,164.230769230769,2872,0,718.25,1532.87542221664,4.08455575010143,257065.9,4385130.0,0,428443.166666667,4385130.0,0.0,106907.571428571,530276.0,12.0,0,2872,358.227272727273,YOUTUBE
12924,0,2144.03111111111,7180,0,500.907692307692,47144.2776820064,37.3218573880271,26849.3099173554,3048323.0,0,58013.6875,3048323.0,0.0,49621.498069498,3164177.0,0.0,0,12924,1263.53703703704,MS_ONE_DRIVE
517,0,6.93250000000001,11680,0,2424.24609375,2340043.77332279,1608.57015209912,621.877967235039,65164.0,0,1551.3236030025,65164.0,0.0,1035.63316582915,67711.0,0.0,0,11680,1454.24924824591,YOUTUBE
1095,0,11.3691275167785,5792,0,1750.33467741935,1437235.84539119,984.28505688848,1016.5350140056,343805.0,0,6109.47811447811,343805.0,0.0,966.710827168797,29007.0,0.0,0,5792,1459.36541689983,YOUTUBE
6,6,6.0,6,6,6.0,14101.0575793184,2350.17626321974,851.0,851.0,851,0.0,0.0,0.0,0.0,0.0,0.0,6,6,6.0,YOUTUBE
0,0,0.0,0,0,0.0,0.0,208.073241781107,9612.0,9612.0,9612,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,YOUTUBE
282,0,59.3157894736842,2048,0,342.533333333333,1087.43497954616,5.90148273017866,174583.757575758,4608972.0,0,320070.222222222,4615166.0,0.0,81602.1428571428,874677.0,0.0,0,2048,179.0,YOUTUBE
304,0,34.5172413793103,2048,0,533.642857142857,2610.98697896602,13.2521765929579,77255.9523809524,3059196.0,0,115883.928571429,3103057.0,0.0,13664.6153846154,82063.0,1.0,0,2048,192.545454545455,YOUTUBE
258,0,41.0588235294118,1436,0,358.785714285714,1131.33334585756,6.13028032189904,168562.166666667,4891282.0,0,316054.0625,4937268.0,0.0,12198.0769230769,57967.0,0.0,0,1436,178.78125,YOUTUBE
813,0,93.8333333333333,3096,0,1093.5,32549.0894566966,59.3715254164103,17645.1428571429,88496.0,0,33686.1818181818,96201.0,0.0,31121.7777777778,98405.0,1.0,0,3096,524.391304347826,YOUTUBE
1203,0,192.0,303,0,57.8181818181818,731.671684345842,8.93909607060018,113563.106060606,7326238.0,0,681378.636363636,7363303.0,68.0,3126.25925925926,72300.0,0.0,0,1203,80.6470588235294,YOUTUBE
1165,0,8.19059405940595,11584,0,2025.02165439584,767033.652649005,444.737110861175,2249.34845132743,3449543.0,0,15137.0545905707,3449543.0,192.0,2243.85441941075,3451564.0,0.0,0,11584,1724.054532056,YOUTUBE
1165,0,4.30385487528345,9940,0,2231.49901380671,185921.049652641,155.526455410992,6436.56388595565,3537534.0,0,13853.2409090909,3538176.0,0.0,9949.68577075099,3573910.0,0.0,0,9940,1194.17070600632,YOUTUBE
1480,0,216.75,265,0,43.2857142857143,1280.07179859294,18.6407187861164,54308.2962962963,4124477.0,0,399906.545454545,4161743.0,362.0,3977.6231884058,62685.0,0.0,0,1480,67.8433734939759,YOUTUBE
1480,0,168.615384615385,265,0,56.7,628.185325372221,5.23677509371551,199637.090909091,4077945.0,5,366001.333333333,4161806.0,97.0,30159.3333333333,87619.0,27.0,0,1480,114.958333333333,YOUTUBE
517,0,165.166666666667,151,0,36.7142857142857,709.94606660342,11.9555058269026,86178.1212121212,2564625.0,0,568775.6,2565073.0,1887.0,10336.7037037037,123012.0,0.0,0,517,57.6857142857143,YOUTUBE
1213,0,11.6618181818182,7300,0,2169.34789100411,1244934.27400123,690.929142424055,1447.77478314746,2152054.0,0,8512.59927140255,2152054.0,400.0,863.089619118746,124887.0,0.0,0,7300,1801.26842105264,YOUTUBE
517,0,122.166666666667,151,0,37.75,312.547178183358,3.53560156316016,314263.666666667,2403884.0,1,565674.6,2565413.0,2180.0,100648.0,177789.0,1.0,0,517,80.3636363636364,YOUTUBE
1213,0,10.3714285714286,8520,0,2341.84923664122,263297.054255933,172.101749808151,5817.75217932752,2565274.0,0,16744.2831541219,2565274.0,0.0,3716.58317399617,461308.0,1.0,0,8520,1527.99130434782,YOUTUBE
1363,0,149.266666666667,2226,0,198.048780487805,5084.92112717449,26.6917771165066,37854.9791666667,3348133.0,0,259577.0,3348601.0,47.0,3528.48148148148,62141.0,0.0,0,2226,188.561224489796,YOUTUBE
1363,0,111.166666666667,2048,0,382.692307692308,1924.98890013209,8.5542798027659,120797.233333333,3265185.0,0,213171.588235294,3348567.0,0.0,26184.4166666667,101713.0,0.0,0,2048,218.0,YOUTUBE
205,0,33.5714285714286,3496,0,286.055555555556,24209.8972579125,98.834670282943,10358.8095238095,197154.0,0,72511.6666666667,277533.0,95.0,5599.71428571429,50578.0,0.0,0,3496,239.386363636364,YOUTUBE
275,0,43.2727272727273,600,0,196.5,3952.02173970146,40.5947852416464,26173.3125,239694.0,0,41877.3,239694.0,0.0,26847.8,80803.0,78.0,0,600,91.9444444444445,YOUTUBE
517,0,148.923076923077,0,0,0.0,128.874394661458,0.865375583987063,1251864.91666667,14885853.0,0,1251864.91666667,14885853.0,0.0,0.0,0.0,0.0,0,517,138.285714285714,YOUTUBE
329,0,71.1555555555556,0,0,0.0,230.240715877492,3.23573773094539,316072.363636364,13758259.0,0,316072.363636364,13758259.0,0.0,0.0,0.0,0.0,0,329,69.6086956521739,YOUTUBE
1682,0,266.06329113924,0,0,0.0,1395.95413056378,5.24669947735568,193039.551282051,11457712.0,0,193039.551282051,11457712.0,0.0,0.0,0.0,0.0,0,1682,262.7375,YOUTUBE
2896,0,663.598360655737,2005,0,160.858333333333,6665.96413708369,16.0894787773459,62410.3112033195,11447730.0,0,108983.950413223,11453333.0,0.0,126392.613445378,11457861.0,0.0,0,2896,412.600823045267,YOUTUBE
329,0,59.6818181818182,7240,0,1224.4,7227.35157855525,8.91041376584194,113140.658536585,13771036.0,0,3378.25581395349,43995.0,0.0,176026.316455696,13771218.0,0.0,0,7240,804.624,YOUTUBE
0,0,0.0,0,0,0.0,0.0,2000000.0,1.0,1.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,YOUTUBE
1189,0,26.6507177033493,0,0,0.0,4684.38434826926,175.769538382096,5716.62019230769,1060084.0,0,5716.62019230769,1060084.0,0.0,0.0,0.0,0.0,0,1189,26.5238095238095,YOUTUBE
1424,0,169.85,0,0,0.0,479.648745189746,2.82395493193845,372750.842105263,6950171.0,0,372750.842105263,6950171.0,0.0,0.0,0.0,0.0,0,1424,161.761904761905,YOUTUBE
1189,0,14.9571984435798,8688,0,2078.20138888889,507448.729958687,459.122124800345,2182.07352941176,1066166.0,0,4636.90625,1066166.0,0.0,384.09756097561,19211.0,0.0,0,8688,1103.23443223443,YOUTUBE
1424,0,130.041666666667,265,0,56.7,600.958313124845,6.21437503583858,164659.488372093,6941749.0,0,307841.652173913,6951992.0,0.0,6733.0,47137.0,0.0,0,1424,94.5555555555556,YOUTUBE
0,0,0.0,0,0,0.0,0.0,183.250870441635,10914.0,10914.0,10914,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,YOUTUBE
0,0,0.0,0,0,0.0,0.0,200.581686891987,9971.0,9971.0,9971,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,YOUTUBE
1869,0,250.583333333333,265,0,43.6,1303.58644725869,9.61399455776693,108015.615384615,2556338.0,0,255309.636363636,2593600.0,40.0,17987.7857142857,59228.0,54.0,0,1869,130.75,YOUTUBE
1869,0,198.642857142857,265,0,51.5454545454545,1192.77282273536,8.90660709927839,116954.375,2513966.0,0,215915.769230769,2593572.0,84.0,24875.7,83406.0,0.0,0,1869,128.769230769231,YOUTUBE
517,0,134.285714285714,152,0,55.8,132.479998400242,1.30415092764799,836489.909090909,8916584.0,46,1533564.83333333,8916584.0,248.0,20575.75,48440.0,4550.0,0,517,93.7692307692308,YOUTUBE
517,0,86.1666666666667,152,0,58.5,81.6600809424291,1.08735127752902,1021851.11111111,9076851.0,6,1839332.0,9076851.0,3657.0,23775.6666666667,48422.0,4299.0,0,517,68.2727272727273,YOUTUBE
1169,0,129.571428571429,7300,6,2037.96666666667,62072.3172628305,49.5723172628305,20576.0,476203.0,1,51440.0,476203.0,151.0,25899.7586206897,696864.0,1.0,0,7300,1228.07692307692,YOUTUBE
1169,0,96.6086956521739,2920,0,1478.05555555556,53940.753917205,57.4127666531082,17718.0344827586,473885.0,0,46711.1818181818,473885.0,390.0,22183.2,511692.0,0.0,0,2920,923.866666666667,YOUTUBE
